Tweet,Keyword,tweet_lowercase,tweet_without_stopwords
"Fire at National Federation of Disabled-Nepal’s warehouse under control The federation lost over five dozen new wheelchairs, over 400 crutches, and Covid-19 response equipment to the fire at the warehouse. ",COVID-19,"fire at national federation of disabled-nepal’s warehouse under control the federation lost over five dozen new wheelchairs, over 400 crutches, and covid-19 response equipment to the fire at the warehouse. ","fire national federation disabled-nepal ’ warehouse control federation lost five dozen new wheelchairs , 400 crutches , covid-19 response equipment fire warehouse ."
Nepal reports 21 new Covid-19 cases The number of active cases stands at 129. ,COVID-19,nepal reports 21 new covid-19 cases the number of active cases stands at 129. ,nepal reports 21 new covid-19 cases number active cases stands 129 .
"Nepal reports 260 new Covid-19 cases The number of active cases stands at 1,171. ",COVID-19,"nepal reports 260 new covid-19 cases the number of active cases stands at 1,171. ","nepal reports 260 new covid-19 cases number active cases stands 1,171 ."
"Nepal reports 577 new Covid-19 cases Two new deaths were reported in the last 24 hours. Number of active cases stands at 4,356. ",COVID-19,"nepal reports 577 new covid-19 cases two new deaths were reported in the last 24 hours. number of active cases stands at 4,356. ","nepal reports 577 new covid-19 cases two new deaths reported last 24 hours . number active cases stands 4,356 ."
Nepal reports nine new Covid-19 cases The number of active cases stands at 97. ,COVID-19,nepal reports nine new covid-19 cases the number of active cases stands at 97. ,nepal reports nine new covid-19 cases number active cases stands 97 .
"Nepal reports 221 new Covid-19 cases According to the ministry, 983,539 infected people have recovered from the disease so far. The number of active cases stands at 2,528. ",COVID-19,"nepal reports 221 new covid-19 cases according to the ministry, 983,539 infected people have recovered from the disease so far. the number of active cases stands at 2,528. ","nepal reports 221 new covid-19 cases according ministry , 983,539 infected people recovered disease far . number active cases stands 2,528 ."
"Nepal requests additional 1.5m Pfizer-BioNTech’s bivalent vaccine doses First lot of 1.5 million doses of Covid-19 bivalent vaccine will arrive on February 3, officials say.  — by @arjunpoudeltkp",COVID-19,"nepal requests additional 1.5m pfizer-biontech’s bivalent vaccine doses first lot of 1.5 million doses of covid-19 bivalent vaccine will arrive on february 3, officials say.  — by @arjunpoudeltkp","nepal requests additional 1.5m pfizer-biontech ’ bivalent vaccine doses first lot 1.5 million doses covid-19 bivalent vaccine arrive february 3 , officials say . — @ arjunpoudeltkp"
"Nepal logs seven new Covid-19 cases According to the Health Ministry, 965,847 infected people have recovered from the disease so far and the number of active cases stands at 747. ",COVID-19,"nepal logs seven new covid-19 cases according to the health ministry, 965,847 infected people have recovered from the disease so far and the number of active cases stands at 747. ","nepal logs seven new covid-19 cases according health ministry , 965,847 infected people recovered disease far number active cases stands 747 ."
"As uptake of Covid-19 vaccines drops, Pfizer doses to be supplied on demand  — by @arjunpoudeltkp",COVID-19,"as uptake of covid-19 vaccines drops, pfizer doses to be supplied on demand  — by @arjunpoudeltkp","uptake covid-19 vaccines drops , pfizer doses supplied demand — @ arjunpoudeltkp"
"Thousands of paediatric Covid-19 doses expire As health workers refused to give shelf life-extended jabs to children aged 5 to 11, many are still deprived of shots.  — by @arjunpoudeltkp",COVID-19,"thousands of paediatric covid-19 doses expire as health workers refused to give shelf life-extended jabs to children aged 5 to 11, many are still deprived of shots.  — by @arjunpoudeltkp","thousands paediatric covid-19 doses expire health workers refused give shelf life-extended jabs children aged 5 11 , many still deprived shots . — @ arjunpoudeltkp"
"Whole of Shanghai enters Covid lockdown despite lower symptomatic cases The broader lockdown came after testing saw asymptomatic Covid-19 cases surge to more than 13,000. Symptomatic cases fell on Monday to 268, from 425 the previous day. ",COVID-19,"whole of shanghai enters covid lockdown despite lower symptomatic cases the broader lockdown came after testing saw asymptomatic covid-19 cases surge to more than 13,000. symptomatic cases fell on monday to 268, from 425 the previous day. ","whole shanghai enters covid lockdown despite lower symptomatic cases broader lockdown came testing saw asymptomatic covid-19 cases surge 13,000. symptomatic cases fell monday 268 , 425 previous day ."
"Nepal reports 814 new Covid-19 cases Number of active cases stands at 5,144. ",COVID-19,"nepal reports 814 new covid-19 cases number of active cases stands at 5,144. ","nepal reports 814 new covid-19 cases number active cases stands 5,144 ."
"Nepal reports 63 new Covid-19 cases According to the ministry, 985,234 infected people have recovered from the disease so far. The number of active cases stands at 1,966. ",COVID-19,"nepal reports 63 new covid-19 cases according to the ministry, 985,234 infected people have recovered from the disease so far. the number of active cases stands at 1,966. ","nepal reports 63 new covid-19 cases according ministry , 985,234 infected people recovered disease far . number active cases stands 1,966 ."
